path,label,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,pca_feature_5,pca_feature_6,pca_feature_7,pca_feature_8,pca_feature_9,pca_feature_10,pca_feature_11,pca_feature_12,pca_feature_13,pca_feature_14,pca_feature_15,pca_feature_16,pca_feature_17,pca_feature_18,pca_feature_19,pca_feature_20,pca_feature_21,pca_feature_22,pca_feature_23,pca_feature_24,pca_feature_25,pca_feature_26,pca_feature_27,pca_feature_28,pca_feature_29,pca_feature_30,pca_feature_31,pca_feature_32,pca_feature_33,pca_feature_34,pca_feature_35,pca_feature_36,pca_feature_37,pca_feature_38,pca_feature_39,pca_feature_40,pca_feature_41,pca_feature_42,pca_feature_43,pca_feature_44,pca_feature_45,pca_feature_46,pca_feature_47,pca_feature_48,pca_feature_49,pca_feature_50,pca_feature_51,pca_feature_52,pca_feature_53,pca_feature_54,pca_feature_55,pca_feature_56,pca_feature_57,pca_feature_58,pca_feature_59
s3://camilleb-projet8/donneesimages/Avocado/87_100.jpg,Avocado,2.3125853538513184,-14.916118621826172,6.5278401374816895,-2.9494924545288086,-6.587684154510498,-2.5634143352508545,1.4128797054290771,2.9711365699768066,-4.8168487548828125,3.6536812782287598,1.9353855848312378,-0.5212612152099609,-1.5977193117141724,-0.6249097585678101,-1.7485947608947754,-0.5869587659835815,7.205992221832275,-0.4821583926677704,6.351030349731445,0.3100580871105194,1.809950828552246,-0.40312814712524414,-1.2907590866088867,0.41199085116386414,-0.1783864051103592,-1.6506929397583008,-0.3419971466064453,-1.344970941543579,0.7555680274963379,3.3730955123901367,-0.3581143617630005,-1.0948541164398193,2.2407100200653076,1.505576729774475,-0.20760497450828552,-0.6324501633644104,-1.0751945972442627,-0.5678597688674927,-0.2553432881832123,1.8776674270629883,1.7579580545425415,2.0817975997924805,1.147081732749939,-1.2401409149169922,0.8367106914520264,1.7592768669128418,-1.046332836151123,-0.3216504156589508,-0.8407114148139954,0.9366549253463745,-0.3431698679924011,0.8556849360466003,-0.15881310403347015,-0.4976860284805298,0.7201294302940369,-1.3096778392791748,0.13235999643802643,0.8395626544952393,1.0923607349395752
s3://camilleb-projet8/donneesimages/Apricot/r_92_100.jpg,Apricot,-5.3412065505981445,-4.290619373321533,9.331201553344727,2.942730665206909,-2.4007151126861572,-11.714825630187988,-0.38845086097717285,3.455651044845581,-6.553793430328369,1.0130802392959595,1.9294418096542358,2.680656909942627,3.5128960609436035,-1.881252408027649,-2.8537356853485107,0.43640124797821045,5.88329553604126,-1.422290563583374,2.301943063735962,2.9043118953704834,-0.2286800742149353,3.322746515274048,-1.5035594701766968,0.15760499238967896,-0.03754625841975212,-2.32324481010437,-1.0676835775375366,-1.2739025354385376,1.9864102602005005,2.5176644325256348,-0.7114935517311096,-1.2085216045379639,2.639834403991699,1.642037272453308,0.38599854707717896,0.07577937841415405,0.18923720717430115,0.05798947811126709,-0.868288516998291,1.111752986907959,1.9804805517196655,1.97087824344635,0.7117303609848022,-1.1578806638717651,0.8233672976493835,2.3631303310394287,-0.1263604462146759,-0.2838107645511627,-0.8193080425262451,0.07541491836309433,0.9011534452438354,1.1758683919906616,0.10109971463680267,0.492696613073349,0.12845534086227417,-1.2747553586959839,0.1645772010087967,0.359449565410614,0.6351505517959595
s3://camilleb-projet8/donneesimages/Apricot/57_100.jpg,Apricot,-4.534912109375,-4.668698787689209,15.997840881347656,3.9117050170898438,1.344092607498169,-6.9254961013793945,0.5230840444564819,-1.1467455625534058,-4.948123931884766,3.8206348419189453,0.26543182134628296,0.9437543153762817,-1.1299679279327393,0.22946332395076752,-2.085066556930542,-0.4411415457725525,4.283958911895752,-0.5166080594062805,2.9908275604248047,-0.27177485823631287,1.9400742053985596,0.10443145036697388,-2.1927707195281982,-0.8423963785171509,-1.9247020483016968,-2.7974374294281006,-0.6511282920837402,0.43209877610206604,2.8180880546569824,3.2089171409606934,-0.415601521730423,-0.8359483480453491,2.2033119201660156,1.537806749343872,-0.10438381135463715,-1.05391263961792,-0.07385843992233276,-0.22439338266849518,0.5317710638046265,1.6706788539886475,1.4016995429992676,2.5469067096710205,0.4070660173892975,-0.49764999747276306,1.4692941904067993,2.2778854370117188,-0.24523909389972687,-1.1056654453277588,-1.0614169836044312,0.81672203540802,-0.11266105622053146,1.39994215965271,-0.04497529938817024,0.478027880191803,0.7922692894935608,-1.0190073251724243,0.18893146514892578,0.837332546710968,0.8174700140953064
s3://camilleb-projet8/donneesimages/Apple Crimson Snow/r_29_100.jpg,Apple Crimson Snow,-5.5138678550720215,1.7517894506454468,-0.41050106287002563,-5.579527378082275,-0.3299245238304138,-5.943058013916016,-1.0188727378845215,-2.234130859375,-4.250404357910156,0.1553747057914734,-0.1963052749633789,0.3384206295013428,-0.6516238451004028,0.7336294054985046,-1.922444224357605,-1.0884854793548584,3.0201244354248047,3.2362735271453857,2.6696040630340576,1.8706644773483276,2.7949962615966797,0.2919761538505554,-1.3313482999801636,1.2960450649261475,0.2352394014596939,-2.6597952842712402,0.4315815269947052,-0.6965835690498352,1.7151992321014404,3.2054238319396973,0.24857325851917267,-0.7201815247535706,2.9229543209075928,1.0903793573379517,0.17083628475666046,-0.432047963142395,0.3274036645889282,-0.1533898562192917,0.09345187991857529,0.5310608744621277,2.378277540206909,2.9718778133392334,0.612474262714386,-1.1866819858551025,0.37016531825065613,2.6780967712402344,-0.46594688296318054,0.09106134623289108,-1.820021390914917,0.5856878161430359,0.7415716648101807,1.2229846715927124,0.11409109830856323,-0.36247286200523376,0.8385184407234192,-1.1491206884384155,-0.3562827706336975,0.5314731001853943,0.4968196451663971
s3://camilleb-projet8/donneesimages/Apple Crimson Snow/r_35_100.jpg,Apple Crimson Snow,-3.6820664405822754,2.132777452468872,-0.5727574229240417,-7.1254963874816895,1.276249647140503,-5.594438076019287,-1.2287744283676147,-2.1885807514190674,-3.714759349822998,0.8092895746231079,-0.3155645430088043,0.9057090282440186,0.8032890558242798,0.46344104409217834,-1.0697803497314453,-0.7904196977615356,4.8194661140441895,0.8006884455680847,2.5040242671966553,1.5771865844726562,1.8093914985656738,0.26873597502708435,-1.5220086574554443,0.9231120944023132,-0.15212582051753998,-2.8366737365722656,0.24428820610046387,-0.5487883687019348,2.2832367420196533,2.5684280395507812,-0.5239382982254028,0.04060758277773857,2.1388907432556152,0.9844222068786621,0.08801678568124771,0.10527095198631287,0.432449609041214,-1.094972848892212,-0.21941827237606049,0.9988290667533875,2.600431442260742,3.5209383964538574,0.7580043077468872,-0.9015130400657654,0.04169163480401039,2.020312547683716,-0.019456662237644196,-0.13134154677391052,-1.4623373746871948,1.016716480255127,0.27726420760154724,1.1587395668029785,0.36325299739837646,0.14690425992012024,1.1372586488723755,-1.3535641431808472,-0.293276309967041,0.6659221649169922,1.2606414556503296
s3://camilleb-projet8/donneesimages/Apple Crimson Snow/r_114_100.jpg,Apple Crimson Snow,-10.743139266967773,-4.169151306152344,0.5074237585067749,2.2109930515289307,-2.5128414630889893,-9.726698875427246,-0.2363366186618805,2.0697176456451416,-3.9952399730682373,2.631526470184326,0.9668008685112,0.10027817636728287,-0.46060988306999207,0.9504477381706238,-3.28940749168396,-0.018499648198485374,4.6529927253723145,0.9817051291465759,0.6382297277450562,0.8114635348320007,1.9123682975769043,-0.7500255703926086,-0.07904915511608124,0.28499123454093933,-5.69127893447876,-2.736585855484009,-0.32097482681274414,-2.018883228302002,1.53925621509552,4.082310199737549,-0.6100344657897949,-1.2221357822418213,1.812469720840454,1.4539966583251953,-0.8935284614562988,-0.9038742184638977,-0.7488945722579956,0.3368697762489319,-0.37100985646247864,1.0733163356781006,1.5841093063354492,1.8057061433792114,0.6956485509872437,-0.7700250148773193,-0.2847951054573059,1.5408942699432373,0.1795462816953659,-0.7582142353057861,-1.5186911821365356,1.1826448440551758,1.0381038188934326,1.3018308877944946,0.3680213391780853,0.5052621960639954,-0.014563055709004402,-1.3030582666397095,-0.40948131680488586,-0.05746208503842354,0.5634123682975769
s3://camilleb-projet8/donneesimages/Apple Golden 1/r_77_100.jpg,Apple Golden 1,7.396484851837158,1.167593240737915,4.383718967437744,4.501420497894287,-3.1890146732330322,-9.498190879821777,1.450998306274414,0.04020210728049278,1.9189773797988892,0.33599284291267395,1.3140230178833008,2.089731216430664,-2.1865437030792236,-0.5935612320899963,-0.46961989998817444,-1.8321152925491333,5.076931953430176,-0.1536475121974945,4.210078716278076,1.2177228927612305,0.8613297343254089,1.5183442831039429,-1.8009307384490967,-0.3468031585216522,-0.6873745918273926,-1.575809121131897,0.9589645266532898,0.010193017311394215,1.4408482313156128,3.796905517578125,0.3035121560096741,-2.110889196395874,2.4753637313842773,2.0372252464294434,-2.294893741607666,-1.055263876914978,1.5060685873031616,-1.181879997253418,-2.0538406372070312,2.071031093597412,1.5159870386123657,2.0635488033294678,0.6512261629104614,-0.8415400981903076,0.8071611523628235,2.629944086074829,-0.8586912155151367,-1.9034802913665771,-1.5193883180618286,0.8414226174354553,0.8170768618583679,1.492494821548462,0.3850677013397217,0.2956037223339081,0.25868773460388184,-1.061333179473877,-0.35170677304267883,1.182096004486084,0.24918213486671448
s3://camilleb-projet8/donneesimages/Apple Golden 1/r_46_100.jpg,Apple Golden 1,5.8957061767578125,3.094465494155884,5.740703105926514,3.672701120376587,-4.583757400512695,-12.220599174499512,5.297321796417236,0.09465879201889038,-3.1609928607940674,3.9107186794281006,-0.545444667339325,-0.018952617421746254,-1.0064747333526611,-1.4401204586029053,-3.518203020095825,1.2660962343215942,6.126047134399414,-1.064146637916565,2.2668569087982178,1.2070167064666748,1.2335392236709595,-1.4000605344772339,-1.211848497390747,-0.3223010003566742,0.608105480670929,-4.360109329223633,0.5458663105964661,0.15041768550872803,1.1085643768310547,3.066333532333374,1.1140166521072388,-1.4376497268676758,1.4323647022247314,1.9097868204116821,0.129316046833992,-0.860997200012207,-0.09243478626012802,-0.21952714025974274,-0.3930801749229431,0.9450255036354065,1.2085988521575928,2.5022621154785156,-0.20608487725257874,-0.27738919854164124,0.37520673871040344,1.8094121217727661,-1.2290490865707397,-0.3271840214729309,-1.4048023223876953,0.431179016828537,1.0508896112442017,1.118507981300354,-0.25133422017097473,0.10317489504814148,0.7818065285682678,-0.49854952096939087,-0.06594692915678024,0.7775570154190063,0.4429820477962494
s3://camilleb-projet8/donneesimages/Apple Braeburn/r_98_100.jpg,Apple Braeburn,-10.445466041564941,-7.62691068649292,6.150972843170166,0.8714467883110046,-7.082311630249023,-11.230754852294922,-1.7846159934997559,-1.7027366161346436,-6.136526107788086,-2.400325059890747,2.5948667526245117,-1.261833667755127,-1.854943037033081,1.1821248531341553,-2.2684311866760254,1.8622714281082153,5.430935859680176,1.542120337486267,3.576939344406128,0.48960432410240173,-1.022670030593872,0.32749202847480774,-6.25505256652832,-0.01011200062930584,-0.37538522481918335,-3.012587308883667,-0.5548725128173828,-1.089676856994629,2.822413921356201,4.164905071258545,0.41841909289360046,-2.241201639175415,0.7754160761833191,0.9478173851966858,0.42768529057502747,-1.8437024354934692,0.4367905855178833,-0.6867270469665527,-1.2960572242736816,1.8675618171691895,1.406798005104065,2.0668678283691406,0.2885737121105194,-0.7512314319610596,0.2901856601238251,1.5621081590652466,-0.7920669913291931,-0.4158065617084503,-0.7880350947380066,0.6053261756896973,0.8151881098747253,0.2926478683948517,-0.5830402970314026,1.227378010749817,0.7693451642990112,-1.592756986618042,0.273870587348938,0.04002171382308006,0.7172347903251648
s3://camilleb-projet8/donneesimages/Apple Golden 1/r_50_100.jpg,Apple Golden 1,7.066213607788086,2.7840588092803955,5.233307361602783,3.530007839202881,-5.188124656677246,-11.162496566772461,4.489433288574219,-0.4243941605091095,-1.4866445064544678,3.5330333709716797,0.07253623008728027,0.7265335321426392,-0.897102952003479,-1.1701281070709229,-5.238350868225098,1.5281325578689575,5.742969036102295,-0.6004260778427124,2.558002471923828,-0.34561121463775635,0.5455913543701172,-1.6610782146453857,-1.153443694114685,-0.1549990028142929,0.33793872594833374,-4.073331832885742,0.6166713833808899,-0.10115344822406769,1.129684329032898,2.612518787384033,0.3141097128391266,-0.5981926321983337,2.0390329360961914,2.247164726257324,1.1147816181182861,-1.613660216331482,-0.22128430008888245,0.1481930911540985,-0.026507055386900902,1.5592321157455444,1.6912307739257812,2.2087063789367676,0.6289028525352478,-0.28334179520606995,0.6240175366401672,2.7091877460479736,-1.0427688360214233,-0.5105549097061157,-1.966105580329895,0.26080942153930664,0.6520770192146301,1.5767730474472046,0.974610447883606,-0.011031010188162327,0.6169072389602661,-1.0302221775054932,0.1549333930015564,0.2307918816804886,0.39890190958976746
s3://camilleb-projet8/donneesimages/Apricot/r_67_100.jpg,Apricot,-3.6959218978881836,0.15933802723884583,10.25650691986084,-4.258768558502197,-3.0179011821746826,-13.443013191223145,-3.279581069946289,5.240068435668945,-3.6745123863220215,1.0568329095840454,1.807914137840271,0.8454163670539856,-0.4384043216705322,-3.095362663269043,1.7799081802368164,-2.2586023807525635,4.938766002655029,2.1094460487365723,2.0235469341278076,-0.19806881248950958,0.2689231038093567,-1.7001456022262573,-3.283677816390991,-0.30244922637939453,-2.017470598220825,-3.8567280769348145,0.7917243242263794,-0.6351598501205444,-0.14476706087589264,2.429563283920288,0.3597448170185089,-0.4294250011444092,1.6414048671722412,0.3601662516593933,0.28959259390830994,-0.5240655541419983,0.35869988799095154,0.1704423725605011,0.02414560317993164,0.9398865699768066,1.015535593032837,0.9729259014129639,0.35840243101119995,-1.6854618787765503,-0.16317464411258698,3.048713207244873,-1.711001992225647,0.00408712774515152,-1.2296855449676514,1.3389692306518555,0.9543284773826599,2.9202332496643066,-0.11121205985546112,0.3989676535129547,0.9678918123245239,-1.293716549873352,0.1307871788740158,0.9088151454925537,1.0048226118087769
s3://camilleb-projet8/donneesimages/Apple Braeburn/87_100.jpg,Apple Braeburn,-13.331815719604492,-7.761435031890869,1.8716785907745361,3.9963107109069824,-5.003015518188477,-7.3975067138671875,-1.3406482934951782,-0.5268325805664062,-2.331613540649414,5.387687683105469,0.6507214903831482,0.2660132944583893,0.37940335273742676,-1.0016685724258423,-1.529292345046997,-1.252070665359497,4.749630928039551,0.3420845568180084,2.094731569290161,1.1517599821090698,0.5974594950675964,-0.07706750184297562,-2.181185722351074,0.3211078941822052,-0.762148380279541,-1.911571741104126,0.44422563910484314,-1.7496713399887085,1.2302730083465576,2.3257322311401367,-1.384484052658081,-2.381413459777832,2.1382229328155518,1.591565489768982,0.43751129508018494,-1.8789236545562744,0.7906237244606018,-1.1856191158294678,0.7417778372764587,2.1713435649871826,1.8430405855178833,2.4295425415039062,-0.06672016531229019,-0.8922390937805176,1.078984260559082,1.8046164512634277,-0.9592801332473755,-0.32335546612739563,-1.8600385189056396,0.8169266581535339,0.9998019933700562,1.4101381301879883,-0.37826603651046753,0.6618031859397888,0.7290543913841248,-1.2189738750457764,0.010237368755042553,0.441471666097641,0.9815200567245483
